Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
MERCEDES GLA180 2014,https://www.smartautos.co.ke/detail/MERCEDESGLA180-14474.html,2850000.00,"Cruise Control, Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather","https://www.smartautos.co.ke/images/CarPhotos/Large_80d5f8f7fed8cb03c3fb16a6b1ac631d_14042021092225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_96337f5fa9bbe1b0caae83b7022bb5aa_14042021092225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_fabafafe6d19f6c3445801bd663ca064_14042021092225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_39ce2ca1a9e44aa8ecb2ffce173af848_14042021092225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d7f08bd0878cc2790171c859d4c6e051_14042021092225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_d754239f3f5c64d129c53e006d004b03_14042021092225.png",Black,2014,Auto,Foreign Used
TOYOTA HARRIER 2018,https://www.smartautos.co.ke/detail/TOYOTAHARRIER-19333.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_95d71f0a2a4b6dbd326a58d82f0ab2ca_29072024043540.png
https://www.smartautos.co.ke/images/CarPhotos/Large_6ea406a8dc5d8ac032d323bfd64653f5_29072024043540.png
https://www.smartautos.co.ke/images/CarPhotos/Large_581da752f13571d50fc08a10b1450c46_29072024043541.png
https://www.smartautos.co.ke/images/CarPhotos/Large_627b19dfa9510631ad2d41e9e3a307d5_29072024043541.png
https://www.smartautos.co.ke/images/CarPhotos/Large_9c0d784a7d13aee731364b735e44e4fa_29072024043541.png
https://www.smartautos.co.ke/images/CarPhotos/Large_fbdd4df16a8765518daeac95a9a40d77_13082024094601.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0c44c3f58ae089dabe89d9dc13f2e4c6_13082024094601.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_ceb48448983a720094b90410ad7ea661_13082024094601.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3e53061a62dfb4ee7d388a80091a2acd_13082024094602.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_924ed1489a694b96c365f0b8dbf6ee00_13082024094602.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_ce048715bae9325c1df5c5406e49f7ef_13082024094602.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_be7e96b2bb5242ebd2278276a4057023_13082024094602.JPG",Pearl,2018,Auto,Foreign Used
FORD RANGER  2016,https://www.smartautos.co.ke/detail/FORDRANGER -14582.html,5400000.00,"Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Multi Function Steering Wheel, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_0a2e9491e5eb781e32294c10a64ff162_06052021015642.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cdef1c90f5de16e14b0126a8873904cb_06052021015642.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1f45c70b9e0001e20e6fb775ad7d92cc_06052021015728.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fdd786d221e023434843fb29cc4e9d02_06052021015728.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_01f2de644ae2c559d09032e563b7b8e3_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_547e770d495fbc244c3a7b886bd336ef_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fe4ccd6c43520c13b3cdc2823a57250e_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_26a2ce1dbcb6758d60678f0434060f0f_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6bf281f4016739c518b5bce47b0debcf_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a75778d12fb9be8c7074f099fe00dda8_06052021015729.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e6214b827742df1104678401f433d8d1_06052021015730.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5aea1531b72f5f5f73f8507351f68efd_06052021015730.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3c6d6e50b169816dfb7a6fc265b203f7_06052021015730.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_87fb8762baa14f5d6116d9ea245e86cf_06052021015730.jpg",Black,2016,Auto,Foreign Used
SUBARU FORESTER 2014,https://www.smartautos.co.ke/detail/SUBARUFORESTER-14762.html,2550000.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather","https://www.smartautos.co.ke/images/CarPhotos/Large_51b169b8b7885c7233a9c7e5cb07a36d_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ca95b503a7bbd128d3bf32c0412218ca_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a5c74b066ccc68f095135579d96d9c0b_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_481d58e8b70486d0eb599d8cbd35658b_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3ea57f1b55dceec99a059874a9729931_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0998876485707b2a9dcc1ea944d06e2d_18062021122650.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b4a80844e19d7030044bcf0cbc28d193_18062021122650.png",Blue,2014,Auto,Foreign Used
TOYOTA RAV4 2016,https://www.smartautos.co.ke/detail/TOYOTARAV4-14922.html,4000000.00,"Cruise Control, Alarm, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Multi Function Steering Wheel, Navigation, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_b3ddb4db1ad10b12fbb87c5029f1769f_14072021123017.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_44d90e47bb6a6336ca07bef34c809c0b_14072021123017.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_fdd3ae98940821dd3eee91144e6abb23_14072021123017.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_1b0837bd7393968fa3251403a8eb04b4_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_4c90c8478c9012707c179679cd5b3b7c_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_2e7cebb5e4f2ddab9ae768b1b4d57217_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_6d245bcc69d617d35b560f6da08ac316_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_3d23c966a47020d417ac66f18aad6b4d_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_8df7c3112f2c5d40201b7510b277e054_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_d37abb7e116234bda2d1d791eb8fd3c5_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_75b11232be11a5940a9ad6bdafe680e1_14072021123054.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_339aae1e227d8c4fe8e8ca2caff6d9a6_14072021123055.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_64d95d4f3e4407a0bcafb5e44d2e0baa_14072021123055.jpeg
https://www.smartautos.co.ke/images/CarPhotos/Large_4018170658b4dfac62dbc4857d161495_14072021123055.jpeg",White,2016,Auto,Foreign Used
MITSUBISHI PAJERO 2015,https://www.smartautos.co.ke/detail/MITSUBISHIPAJERO-15201.html,3400000.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, ABS, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Rear Spoiler, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_e64d63ea95d32e770c75ee42d72e948e_17092021105803.png
https://www.smartautos.co.ke/images/CarPhotos/Large_56b56f401b3d2e84ee7988d2cab2cd10_17092021105803.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5d4df57a19d79d9744c4991829e0cabd_17092021105803.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4ef2c1a65998ae5055809aabbd81c8c9_17092021105803.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ef6144ffc2cc52d0f48ce80acd0c8799_17092021105803.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f8a91ad9dc517f47b325b21630955061_17092021105804.png",Silver,2015,Auto,Foreign Used
TOYOTA HILUX CREW CAB 2014,https://www.smartautos.co.ke/detail/TOYOTAHILUX CREW CAB-15314.html,3000000.00,"Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, ABS, Air Bags, Multi Function Steering Wheel, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_3124aac93aadf964955fd90862d4d754_01102021042529.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2040b63ef9b8d93a4b729072817fa456_01102021042529.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b54414277b7af81228a5a55ca80720ed_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_25eda53b079fc0350da4bfb97b518540_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d814a21a7918946491f970acce0c7529_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_56ea36a2af90086dab1c99638481d2a8_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b3c83fd4110ad1bfc300679c489241e0_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dbf88e8ce3ad18ca860295084b3ca00a_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b77b1160b9f1d94700b14bab8c79616f_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5b41f898740b0fc7cb28b0a07e5df190_01102021042556.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9084b04b890783f7015b5c5e3e69de1c_01102021042557.jpg",Silver,2014,Manual,Foreign Used
TOYOTA HILUX SINGLE CAB 2014,https://www.smartautos.co.ke/detail/TOYOTAHILUX SINGLE CAB-15331.html,2000000.00,"CD Player, Central Locking, Air Conditioning, Power Steering, ABS, Air Bags, Electric Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_799e54c367ebcc21160564974fe86389_05102021015547.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1676110b3e5ae54944450490e751c8b6_05102021015547.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7452e98f30036d9e97b548ccc2342186_05102021015621.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bf2be80248807f4bb871783647cbb6af_05102021015621.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b364e27c57b2de64ae673df246f58cd9_05102021015621.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4b5b34201f514f8450d26409c2604a0f_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_15ffbdb39ce3cd33da2010fb991036ed_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_53a5d96364b46cb54c8f851878bf315a_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1d27cea74edd659a1e270af1f079c716_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c02c3ce3dbe5f4165de0efe72071cfbf_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d4186d5bed1889f813f09c6f6bc9e101_05102021015622.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2ee179a0cd12377b119396cd8f85244b_05102021015622.jpg",White,2014,Manual,Foreign Used
TOYOTA HILUX CREW CAB 2014,https://www.smartautos.co.ke/detail/TOYOTAHILUX CREW CAB-15360.html,3200000.00,"Fog Lights, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Multi Function Steering Wheel, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_0a1905d1bc42435d56a35e0f23befcab_12102021110115.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0aee7b01f26e22b74ddfec78f3eb560d_12102021110115.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_13459a850b53065bd352ee40dd9acde2_12102021110203.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_84aeadbfe2b8ea84bc17c3ce14b5c913_12102021110203.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_433f35890ba155f18736a1cf2d2bf807_12102021110203.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fa1be667079fb5b23696b1753b556f61_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_2b7fe2be81e51ac5c143e12696b6e314_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_edcd4a0b6f1b46f6ccf97be446ea2cd2_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_60ece2bb0e305e5ee37addd4ca1f6dcc_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a5cd3bbc4469f8e29f0e1a9685a74e71_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7693a1c4dc0f6130c7ba3f66a12c1b35_12102021110204.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a7f8517d793e4a627e3a402eae597701_12102021110204.jpg",Gold,2014,Manual,Foreign Used
TOYOTA FORTUNER 2016,https://www.smartautos.co.ke/detail/TOYOTAFORTUNER-15362.html,5700000.00,"Fog Lights, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Reverse Camera, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Multi Function Steering Wheel, Navigation, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_1ec2fe9d788bd6f18307d9c0d5c56de7_14102021101234.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a2d85ebf50fe9d35151cb4d9d540d48f_14102021101258.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f972ddf2577df047484c6273efa26f31_14102021101258.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9e4e23efa14e214aea6877870eeb39c8_14102021101258.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_36be3035b1588652fce52babd86c1209_14102021101259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_98a2620f041dce01289ef222badab751_14102021101259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bcb05d795f48e1f99497608635e9ca3b_14102021101259.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_157df9eb447b2ce916aefa4128ea83bf_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d6b2db5055b26f98d92e6e91e25cab1f_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7c7c2628ea74fdc0c1a8d501855060c3_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6a4177ff96564c4c78037bba94043cb7_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_776a0bebc3b29a8066503feb793ac34b_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d7e9dd5ccb047e876410e76686173337_14102021101339.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_29e17558087745626965132cc4616c9c_14102021101340.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_12c1c53916f90a156d6b14c5db2b78f9_14102021101340.jpg",Black,2016,Auto,Foreign Used
TOYOTA HILUX DOUBLE CAB 2014,https://www.smartautos.co.ke/detail/TOYOTAHILUX DOUBLE CAB-15428.html,3500000.00,"Fog Lights, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_b75207447dcb219dd3fbed15bedb2a34_26102021110012.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e4a321b058d9dfd0666379a541fb618d_26102021110013.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cce2bb087cee79138a9d75c3b34a79c0_26102021110045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c066eef1a5cc42bea1f70cc73e8e571c_26102021110045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_60c9872f469adc3bdcdca710f2fd526d_26102021110045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c52b101f981b2be00ef0b1ecd94e2f5f_26102021110045.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f05675bbfcd68039f64eb48351ac4e52_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c9a4ef8a8a4f89adfaa2ac44a5ecd54d_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7c5a212aa46ea64d47b2c308fb1c9e92_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a16e38fc0402c2783405838a80e2b4c1_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4e062ec6f35f8b52b47ef68a16ab9b05_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fb24f17acecf3964da62b7c8978b0556_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6c75c0c44639c6ee92c44c0ee7b67fe9_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b621db46dad61c6e292e540f7c1da2d0_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_031ab1056c660596654e03092a2c2b39_26102021110046.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_063e6ede7bbb9b767ffbfeaccb76b4db_26102021110047.jpg",White,2014,Auto,Foreign Used
TOYOTA FORTUNER 2014,https://www.smartautos.co.ke/detail/TOYOTAFORTUNER-15436.html,3850000.00,"Fog Lights, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_8f010356382030a01dec5de0c68b7019_26102021122352.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7bd77e72cb15f15671349bee705a469b_26102021122352.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_efc457bf7e3aae75c74243482df07801_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_712d06b711efd34136d1600186792efd_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e33fcc7904160840ec244bc505e6430e_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3fabf5c17663508c77a9e42615585cb0_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_62a2684175deaa9502be77ab2efdcfa9_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_606bfe28ce3c2ffb5d6ec8f3be7f94e3_26102021125504.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_0021e246f5ac01d475bf198fb9e478ae_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1368ba5f2bd96b8fffacc6457364e133_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_793f1f378176bde48349fd925f4ca32d_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f8b819f47172fcab86c821b6c49cc7b5_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6f74766d1ebf28ee772ff6b958beaea9_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e46417790a893b1c9572a5e3c917216b_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_131d7e1d307f931ce305c0e560c63b14_26102021125505.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_40c4e174a957a5778c8627dd66c2b351_26102021125505.jpg",White,2014,Auto,Foreign Used
SUZUKI CARRY TRUCK 2014,https://www.smartautos.co.ke/detail/SUZUKICARRY TRUCK-15469.html,975000.00,"Central Locking, Air Conditioning, Power Steering, Power Windows","https://www.smartautos.co.ke/images/CarPhotos/Large_fede10b64279950aff612cf30a67490e_29102021104122.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ac36fb7fa83017cc90f862b81ea3e16b_29102021104122.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a1b5a6b02245d7ce9806ce643f0fd947_29102021104122.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_88e8d4d5e95dbd37ea17f9ab4da696e8_29102021104122.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_aed5622ba97c7f134250d95a771b0275_29102021104122.jpg",White,2014,Manual,Foreign Used
MITSUBISHI DUMP TRUCK 2014,https://www.smartautos.co.ke/detail/MITSUBISHIDUMP TRUCK-15539.html,2700000.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_bb04d01d7a9c18a8c499dd2579f70b3c_25042022104327.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1d290ec17c8f5290f7c4c9a42af81912_25042022104339.jpg",White,2014,Manual,Foreign Used
NISSAN VANETTE TRUCK 2014,https://www.smartautos.co.ke/detail/NISSANVANETTE TRUCK-15559.html,1400000.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_041f06b414d0de266a6f3e4dcd104c4d_05112021082844.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_087a23731a2f5ec3856fa40409ede09e_05112021082844.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e8dfb56627f611cbdbdb2eb94613eaa5_05112021082844.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f8355c74a68b973d269dd60b50318ae6_05112021082844.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dad8a470a703957863706bd0a8ebe4cc_05112021082844.jpg",White,2014,Manual,Foreign Used
MITSUBISHI OUTLANDER PHEV HYBRID 2014,https://www.smartautos.co.ke/detail/MITSUBISHIOUTLANDER PHEV HYBRID-15697.html,2600000.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_877b2b4c7db3537e38bf2c48398665e0_17112021085150.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_95f077f6c06eac3a354e44d0ef4b10a3_17112021085151.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e27f6f27fea34b9d9cd2afc38bf7a7b1_17112021085151.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4bd5c2ac8703ddfc9c44a0affcc8fa39_17112021085151.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_ce2a20d47ff89ad40387e9c9d868a58e_17112021085151.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_10e19f85d254d576cc7263ada64d36ef_17112021085151.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_38b49906ad9782d1fdf025d0931a18cb_26112021090436.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_50ad12883e3109ed30bc4ace9b5afc43_26112021090436.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b68872bc041d45e509f81a4043f336ab_26112021090437.jpg",Pearl,2014,Auto,Foreign Used
MERCEDES GLC250 2016,https://www.smartautos.co.ke/detail/MERCEDESGLC250-15801.html,6500000.00,"Cruise Control, Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather","https://www.smartautos.co.ke/images/CarPhotos/Large_8e2b915cb3b4a97ed1a19d80485a19dc_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_6c8a3a5069471d956dee7ff472159b73_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3e2d5398fc316a6b276236cf23659099_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ae04fdb88aebe56a8eacbf9e8d0479d1_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b9dac7722b7503bbaa10bd90726f37cb_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_29bd39942c33eab44ec32af77d959276_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0539c52363990beb64dcf9e4a247a586_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0483e07c27bc03707517f1c1c7f98ed4_23122021025426.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f80358c69f65586383312511e1895f09_23122021025427.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ce6858514e25052524f0f0d00140a2bb_23122021025427.png
https://www.smartautos.co.ke/images/CarPhotos/Large_05312a7c08737431bed6398c426a2e74_23122021025427.png",Pearl,2016,Auto,Foreign Used
MERCEDES GLC250 2016,https://www.smartautos.co.ke/detail/MERCEDESGLC250-15812.html,5500000.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_c60b0b537904f70c08e23d370df8c941_04012022093708.png
https://www.smartautos.co.ke/images/CarPhotos/Large_13279e4341271e633c16f91d5ed0335f_04012022093708.png
https://www.smartautos.co.ke/images/CarPhotos/Large_51927fd757af4580541eca292fe2a08f_04012022093708.png",Black,2016,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2017,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-15893.html,7200000.00,"Fog Lights, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, 7 Seater, Air Bags, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_6716ee737118e7860b95dd6062a9df77_25022022014851.png
https://www.smartautos.co.ke/images/CarPhotos/Large_551ee2576300c9cf7945faaaa4431d4a_25022022014851.png
https://www.smartautos.co.ke/images/CarPhotos/Large_112d9f6bc8c011174a7b9ca5486662d8_25022022014851.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0ab66b28c8479c8ec0c51441f9ebfa31_25022022014851.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c59513d8c29941599b7eca6f4f62bcc5_25022022014851.png
https://www.smartautos.co.ke/images/CarPhotos/Large_415ec56d17c85a763a1cb9fb83f20132_25022022014851.png",Black,2017,Auto,Foreign Used
